rank, rank_change, rider_name, team, nationality, PCS_points, PCS_points_change, UCI_points, one_day_race, GC, TT, Sprint, Climber, age, height, weight, year_wins, all_year_wins, all_year_GT, all_classics, years_active, race_km, race_days
1916, -17, Oka Atsushi, Team NIPPO-Provence-PTS Conti, Japan, 2, -62, 55, 14, 37, 235, 124, 7, 26, 1.63, 57, 0, 1, 0, 0, 7, 2630, 19
1917, -17, Ewart Jesse, Team Sapura Cycling, Ireland, 2, -89, 5, 61, 235, 0, 244, 69, 27,  ,  , 0, 0, 0, 0, 6, 1430, 9
1918, -17, Mcdermott Luke,  , New Zealand, 2, 2, 0, 0, 0, 0, 0, 0, 28,  ,  , 0, 0, 0, 0, 1, 550, 6
1919, -17, Parra Heiner Rodrigo, Canel's Zerouno, Colombia, 2, -6, 3, 16, 117, 0, 57, 122, 30, 1.6, 51, 0, 0, 0, 0, 9, 1284, 11
1920, -17, Schormair Fabian, Team Felbermayr - Simplon Wels, Germany, 2, -8, 15, 16, 2, 2, 92, 6, 27, 1.74, 64, 0, 0, 0, 0, 4, 2631, 18
1921, -17, Shtein Grigoriy, Vino - Astana Motors, Kazakhstan, 2, -7, 40, 37, 25, 23, 144, 15, 25,  ,  , 0, 0, 0, 0, 6, 2065, 19
1922, -17, Komin Aleksandr,  , Russia, 2, 1, 4, 1, 5, 7, 65, 1, 26, 1.83, 63, 0, 0, 0, 0, 5, 1231, 11
1923, -17, Kalaba Dušan, Meridiana Kamen Team, Serbia, 2, -6, 6, 27, 18, 42, 333, 0, 25,  ,  , 0, 1, 0, 0, 7, 1610, 12
1924, -17, Mendez Amilcar,  , Guatemala, 2, 1, 6, 3, 0, 2, 2, 1, 26,  ,  , 0, 0, 0, 0, 5, 160, 3
1925, -17, Danès Léo,  , France, 2, -9, 3, 93, 13, 0, 12, 3, 24,  ,  , 0, 0, 0, 0, 3, 2287, 14
1926, -17, Petruš Jiří, Topforex - ATT Investments, Czech Republic, 2, -4, 0, 0, 6, 0, 27, 0, 25, 1.78, 64, 0, 0, 0, 0, 2, 5523, 37
1927, -17, Nareklishvili Beka,  , Georgia, 2, -17, 10, 20, 0, 82, 10, 1, 25,  ,  , 0, 1, 0, 0, 7, 0, 1
1928, -17, Jung Ha Jeon, LX Cycling Team, South Korea, 2, 0, 10, 31, 45, 0, 132, 2, 26,  ,  , 0, 0, 0, 0, 7, 0, 1
1929, -17, Acosta Thomas,  , France, 2, 2, 18, 2, 0, 0, 15, 0, 24,  ,  , 0, 0, 0, 0, 1, 2762, 21
1930, -17, Colon Johan, Equipe Continental Orgullo Paisa, Colombia, 2, -1, 3, 0, 0, 0, 36, 0, 26,  ,  , 0, 0, 0, 0, 4, 898, 8
1931, -17, Romano Francesco,  , Italy, 2, -23, 15, 21, 26, 0, 129, 11, 24,  ,  , 0, 0, 1, 2, 6, 794, 5
1932, -17, Font Bernat, EvoPro Racing, Spain, 2, 2, 3, 2, 0, 0, 6, 10, 27,  ,  , 0, 0, 0, 0, 1, 2956, 20
1933, 0, Stravers Jarri,  , Netherlands, 2, 2, 3, 0, 1, 1, 35, 0, 24, 1.85, 73, 0, 0, 0, 0, 1, 4338, 33
1934, -18, Alonso Mikel, Euskaltel - Euskadi, Spain, 2, -23, 5, 25, 5, 0, 91, 4, 25,  ,  , 0, 0, 0, 0, 4, 4795, 31
1935, -18, Aso Keisuke, Victoire Hiroshima, Japan, 2, -1, 15, 2, 3, 0, 0, 14, 29, 1.73, 67, 0, 0, 0, 0, 4, 335, 2
1936, -18, Erdenebat Bilguunjargal,  , Mongolia, 2, -8, 15, 51, 0, 78, 0, 0, 24,  ,  , 0, 0, 0, 0, 6, 0, 2
1937, -18, Gómez Bryan,  , Colombia, 2, -1, 10, 44, 3, 49, 254, 0, 27,  ,  , 0, 1, 0, 0, 5, 1389, 12
1938, -18, Bäckman Anders,  , Finland, 2, -8, 10, 27, 0, 0, 0, 0, 36,  ,  , 0, 1, 0, 0, 4, 172, 1
1939, 0, Medina Romer,  , Venezuela, 2, 2, 3, 0, 0, 0, 13, 4, 27,  ,  , 0, 0, 0, 0, 1, 860, 7
1940, -19, Sutherland Edwin,  , Barbados, 2, 2, 10, 2, 0, 0, 5, 0, 25,  ,  , 0, 0, 0, 0, 1, 0, 1
1941, -19, Oliveira Fábio Marcelo Pinto, Antarte - Feirense, Portugal, 2, 2, 40, 2, 0, 3, 0, 0, 27,  ,  , 0, 0, 0, 0, 1, 4458, 30
1942, -19, Lutin Larry,  , France, 2, -15, 3, 7, 0, 72, 56, 0, 28,  ,  , 0, 0, 0, 0, 5, 1171, 10
1943, -19, Loockx Lander,  , Belgium, 2, 2, 3, 0, 0, 25, 1, 0, 24, 1.86, 71, 0, 0, 0, 0, 1, 653, 5
1944, -19, Guinet Dylan, EvoPro Racing, France, 2, 2, 10, 2, 0, 0, 10, 2, 24,  ,  , 0, 0, 0, 0, 1, 2801, 22
1945, -19, Balfour Stuart, Swiss Racing Academy, Great Britain, 2, -2, 3, 3, 4, 10, 5, 22, 24,  ,  , 0, 0, 0, 0, 2, 6286, 42
1946, -19, Saidov Ulugbek, Team Novo Nordisk Development, Uzbekistan, 2, -2, 10, 6, 0, 22, 0, 0, 25,  ,  , 0, 0, 0, 0, 2, 2247, 19
1947, -19, van der Horst Dennis,  , Netherlands, 2, -3, 6, 12, 2, 1, 110, 0, 23, 1.79, 62, 0, 0, 0, 0, 4, 2370, 14
1948, -19, Masckernzy Eiseb,  , Namibia, 2, -5, 11, 0, 0, 56, 0, 0, 28,  ,  , 0, 0, 0, 0, 2, 191, 2
1949, -877, Mugisha Samuel, ProTouch, Rwanda, 2, -10, 3, 4, 46, 39, 109, 46, 23,  ,  , 0, 0, 0, 0, 5, 2459, 20
1950, -20, Batsaikhan Tegsh-bayar,  , Mongolia, 2, -4, 13, 11, 8, 40, 25, 1, 23,  ,  , 0, 0, 0, 0, 4, 0, 2
1951, -20, Sanogo Abou,  , Ivory Coast, 2, 1, 3, 15, 13, 10, 329, 12, 26,  ,  , 0, 1, 0, 0, 7, 2941, 23
1952, 119, De Boes Timmy,  , Belgium, 2, -3, 0, 0, 0, 0, 119, 0, 39,  ,  , 0, 0, 0, 0, 4, 1273, 10
1953, -21, Pekala Piotr,  , Poland, 2, -8, 15, 2, 6, 5, 21, 13, 23, 1.81, 65, 0, 0, 0, 0, 2, 2288, 16
1954, -21, Castrillo Jaime, Equipo Kern Pharma, Spain, 2, -44, 6, 72, 63, 28, 24, 6, 25, 1.86, 65, 0, 0, 0, 4, 4, 6648, 46
1955, -21, Jones Shane,  , Belize, 2, 2, 10, 2, 0, 41, 0, 0, 24,  ,  , 0, 0, 0, 0, 1, 0, 2
1956, -21, Aljumah Hassan,  , Saudi Arabia	, 2, 2, 10, 2, 0, 0, 0, 0, 26,  ,  , 0, 0, 0, 0, 1, 0, 1
1957, 143, Nana Boureima,  , Burkina Faso, 2, 1, 4, 0, 1, 0, 15, 0, 29,  ,  , 0, 0, 0, 0, 4, 2245, 18
1958, -22, Duarte Emanuel, Atum general / Tavira / Maria Nova Hotel, Portugal, 2, -2, 6, 0, 6, 12, 0, 9, 24,  ,  , 0, 0, 0, 0, 3, 2480, 16
1959, -22, de Assis Everson,  , Brazil, 2, -4, 10, 17, 7, 12, 89, 6, 36,  ,  , 0, 1, 0, 0, 7, 21, 2
1960, -22, Blouwe Louis, Bingoal WB Development Team, Belgium, 2, 2, 3, 1, 2, 2, 14, 0, 22, 1.82, 71, 0, 0, 0, 0, 1, 3455, 25
1961, -22, McGlinchey Christopher,  , Ireland, 2, -8, 40, 12, 0, 4, 6, 0, 27,  ,  , 0, 0, 0, 0, 5, 161, 1
1962, -22, de Leng Mathijs,  , Netherlands, 2, 2, 1, 79, 2, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 395, 4
1963, -22, Daemen Stijn, ABLOC CT, Netherlands, 2, -14, 6, 24, 11, 3, 17, 1, 22,  ,  , 0, 0, 0, 0, 2, 4240, 31
1964, -22, Veselinović Dušan,  , Serbia, 2, 0, 35, 7, 123, 40, 19, 0, 22,  ,  , 1, 0, 0, 0, 2, 2887, 23
1965, -22, Hibatulah Jamal, MULA, Indonesia, 2, -22, 10, 15, 40, 20, 85, 34, 24, 1.67, 55, 0, 0, 0, 0, 5, 0, 2
1966, -22, Cully Ján Andrej, Dukla Banska Bystrica, Slovakia, 2, -47, 20, 10, 68, 117, 182, 8, 25, 1.92, 73, 0, 2, 0, 0, 5, 1846, 15
1967, -22, Tani Junsei, Nasu Blasen, Japan, 2, 2, 7, 0, 2, 2, 0, 10, 27, 1.71, 68, 0, 0, 0, 0, 1, 670, 6
1968, -22, Moya Sebastian,  , Costa Rica, 2, -17, 13, 6, 6, 46, 56, 28, 24,  ,  , 0, 0, 0, 0, 4, 0, 2
1969, -22, Weulink Meindert, ABLOC CT, Netherlands, 2, -12, 13, 3, 16, 0, 0, 14, 22, 1.75, 62, 0, 0, 0, 0, 3, 4726, 32
1970, -21, Fitrianto Woro,  , Indonesia, 2, 2, 10, 2, 0, 10, 2, 1, 28,  ,  , 0, 0, 0, 0, 1, 0, 2
1971, -21, Bobbo Riccardo, Work Service Marchiol Vega, Italy, 2, -16, 6, 7, 0, 12, 122, 4, 22,  ,  , 0, 0, 0, 0, 3, 3865, 30
1972, -21, Pascual Eusebio, Bahrain Cycling Academy, Spain, 2, 2, 3, 0, 2, 0, 4, 6, 26, 1.82, 66, 0, 0, 0, 0, 1, 2469, 19
1973, -21, Lopes Pedro Miguel, Kelly / Simoldes / UDO , Portugal, 2, 2, 18, 0, 0, 0, 2, 12, 22,  ,  , 0, 0, 0, 0, 1, 4550, 31
1974, -21, Braet Vito, Lotto - Soudal U23, Belgium, 2, 2, 8, 53, 10, 6, 29, 0, 21, 1.81, 71, 0, 0, 0, 0, 1, 334, 2
1975, -21, Mainguenaud Tom,  , France, 2, 2, 6, 0, 4, 0, 0, 4, 21,  ,  , 0, 0, 0, 0, 1, 1369, 8
1976, -21, Kulbe Lars, Team SKS Sauerland NRW, Germany, 2, -2, 0, 2, 0, 0, 68, 9, 21,  ,  , 0, 0, 0, 0, 3, 1767, 13
1977, -21, Jakoubek Tomáš, Topforex - ATT Investments, Czech Republic, 2, -12, 5, 2, 6, 2, 20, 5, 21,  ,  , 0, 0, 0, 0, 4, 2634, 22
1978, -21, McGeough Cormac, Wildlife Generation Pro Cycling, Ireland, 2, -7, 3, 0, 10, 30, 10, 0, 25, 1.88, 78, 0, 0, 0, 0, 4, 4937, 38
1979, -21, Petrovski Mario,  , North Macedonia, 2, 1, 10, 3, 0, 3, 0, 0, 23,  ,  , 0, 0, 0, 0, 2, 0, 1
1980, -21, Gurbianov Ali,  , Azerbaijan, 2, 0, 43, 4, 0, 18, 0, 0, 21,  ,  , 0, 0, 0, 0, 3, 1078, 14
1981, -21, Doğan Halil İbrahim, Spor Toto Cycling Team, Turkey, 2, -8, 34, 18, 17, 6, 69, 7, 21,  ,  , 1, 0, 0, 0, 3, 3920, 32
1982, -21, Latil Alexandre, Yoeleo Test Team p/b 4Mind, France, 2, 2, 3, 0, 2, 0, 5, 0, 25,  ,  , 0, 0, 0, 0, 1, 694, 5
1983, -20, Tyrpekl Karel, Topforex - ATT Investments, Czech Republic, 2, -8, 0, 10, 10, 0, 50, 0, 22, 1.78, 67, 0, 0, 0, 0, 4, 4987, 38
1984, -20, Rodriguez Villalobos Jose Alexis,  , Costa Rica, 2, 0, 10, 2, 0, 34, 0, 0, 25,  ,  , 0, 0, 0, 0, 5, 0, 2
1985, -20, Zoobi Ali,  , Libenon, 2, 2, 10, 0, 0, 38, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 1
1986, -20, Wadih Georges,  , Libenon, 2, 1, 15, 4, 0, 44, 0, 0, 43, 1.78, 79, 0, 0, 0, 0, 5, 0, 2
1987, -20, Klahan Noppachai, Thailand Continental Cycling Team, Thailand, 2, -17, 10, 6, 8, 0, 20, 0, 20,  ,  , 0, 0, 0, 0, 2, 0, 1
1988, -20, Sigurðsson Hákon Hrafn,  , Iceland, 2, 0, 10, 14, 0, 90, 0, 0, 47,  ,  , 0, 1, 0, 0, 14, 0, 1
1989, -20, van der Tuuk Axel,  , Netherlands, 2, 2, 0, 0, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 2168, 15
1990, -20, Salgueiro Carlos, L.A. Aluminios / L.A. Sport, Portugal, 2, 2, 15, 0, 0, 0, 2, 9, 22,  ,  , 0, 0, 0, 0, 1, 4502, 32
1991, -20, Gilbertson Theo,  , New Zealand, 2, 2, 0, 0, 0, 0, 1, 3, 21, 1.85, 68, 0, 0, 0, 0, 1, 2338, 20
1992, -20, Rubinstein Roy,  , Israel, 2, 2, 25, 2, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 147, 2
1993, -20, Treimuth Henri, Ampler Development Team, Estonia, 2, 0, 0, 0, 0, 6, 0, 0, 20,  ,  , 0, 0, 0, 0, 2, 1970, 18
1994, -20, Boscaro Davide, Team Colpack Ballan, Italy, 2, 2, 5, 0, 0, 4, 20, 0, 21, 1.82, 77, 0, 0, 0, 0, 1, 1994, 15
1995, -20, Schmidbauer Maximilian, WSA KTM Graz, Austria, 2, 2, 23, 0, 0, 0, 0, 0, 19, 1.87, 80, 0, 0, 0, 0, 1, 4012, 34
1996, -20, Brynsrud Magnus, Uno-X Dare Development Team, Norway, 2, 2, 3, 0, 2, 0, 1, 0, 20,  ,  , 0, 0, 0, 0, 1, 4762, 31
1997, -20, Castrillo David Josue,  , Nicaragua, 2, 2, 10, 0, 0, 26, 0, 0, 25,  ,  , 0, 0, 0, 0, 1, 130, 2
1998, -20, Huby Antoine, Cross Team Legendre, France, 2, 2, 3, 0, 0, 6, 18, 10, 20,  ,  , 0, 0, 0, 0, 1, 3407, 27
1999, -20, Nagy Simon, Cycling Academy Trenčín, Slovakia, 2, 2, 73, 2, 0, 2, 7, 0, 20,  ,  , 0, 0, 0, 0, 1, 4180, 34
2000, -20, Roesems Siebe,  , Belgium, 2, 2, 13, 2, 0, 8, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 1351, 10
2001, -20, Pickrell Riley, Israel Cycling Academy, Canada, 2, 2, 1, 0, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 4701, 33
2002, -20, Guydish Sean,  , United States, 2, 2, 18, 0, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 861, 8
2003, -20, Petit Clément,  , France, 2, 2, 15, 2, 0, 0, 0, 2, 20,  ,  , 0, 0, 0, 0, 1, 1138, 9
2004, -20, Al Jalham Marwan,  , Qatar, 2, 0, 13, 25, 0, 56, 0, 0, 31,  ,  , 0, 1, 0, 0, 4, 183, 3
2005, -20, Al Khater Abdulla,  , Qatar, 2, -5, 10, 16, 0, 55, 0, 0, 29,  ,  , 0, 0, 0, 0, 4, 105, 2
2006, -20, Peña Jesús David,  , Colombia, 2, -4, 6, 0, 4, 0, 1, 8, 21,  ,  , 0, 0, 0, 0, 3, 2579, 19
2007, -20, Kurits Joonas, Ampler Development Team, Estonia, 2, 2, 18, 0, 0, 20, 8, 0, 19,  ,  , 0, 0, 0, 0, 1, 4618, 39
2008, -20, al Qamshouai Shibab,  , Oman, 2, 2, 11, 0, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 116, 2
2009, -20, Vadic Baptiste,  , France, 2, 2, 3, 0, 0, 1, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 2146, 18
2010, -20, al Sulaymi Ali,  , Saudi Arabia	, 2, 0, 10, 0, 0, 47, 0, 0, 28,  ,  , 0, 0, 0, 0, 2, 15, 1
2011, -20, Yavuz Emre, Spor Toto Cycling Team, Turkey, 2, -28, 10, 25, 0, 25, 69, 0, 25,  ,  , 0, 0, 0, 0, 2, 2543, 20
2012, -20, Theophanous Stavros,  , Cyprus, 2, 2, 15, 2, 0, 16, 0, 0, 18,  ,  , 0, 0, 0, 0, 1, 258, 5
2013, -20, d'Aiuto Filippo,  , Italy, 2, 2, 3, 0, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 879, 7
2014, -20, Allard Matéo,  , France, 2, 2, 1, 0, 2, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 1620, 13
2015, -20, Auvinen Markus,  , Finland, 2, 2, 13, 0, 0, 30, 0, 0, 29,  ,  , 0, 0, 0, 0, 1, 213, 2
2016, -20, Culverwell Sam, Trinity Racing, Great Britain, 2, 2, 3, 2, 0, 0, 0, 0, 21,  ,  , 0, 0, 0, 0, 1, 2427, 17
2017, -20, Bilić Anthony,  , Croatia, 2, 2, 10, 2, 0, 0, 0, 0, 21, 1.71, 61, 0, 0, 0, 0, 1, 123, 1
2018, -20, Nacevski Milan,  , North Macedonia, 2, -5, 11, 7, 0, 32, 0, 0, 32,  ,  , 0, 0, 0, 0, 2, 0, 2
2019, -20, Tcacenco Alexandr,  , Moldova, 2, 2, 10, 2, 0, 10, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 125, 2
2020, -20, Stedman Travis,  , South Africa, 2, 2, 35, 2, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 519, 4
2021, -20, Almansoori Mohammed Yousef,  , United Arab Emirates, 2, 2, 10, 2, 0, 0, 0, 0, 27,  ,  , 0, 0, 0, 0, 1, 87, 1
2022, -20, Qambar Jassim Ali,  , United Arab Emirates, 2, 2, 10, 0, 0, 0, 0, 0, 22,  ,  , 0, 0, 0, 0, 1, 0, 1
2023, -20, Malhani Mejdin,  , Albania, 2, 2, 10, 2, 0, 14, 0, 0, 36,  ,  , 0, 0, 0, 0, 1, 160, 4
2024, -20, Caiza Perez Erik Daniel, Best PC Ecuador, Ecuador, 2, 2, 3, 2, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 140, 4
2025, -20, Arboleda Ruiz Anderson,  , Colombia, 2, 2, 35, 2, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 298, 4
2026, 0, Revete Brayan,  , Venezuela, 2, 2, 3, 0, 0, 0, 15, 0, 21, 0.0, 62, 0, 0, 0, 0, 1, 1868, 17
2027, -21, Pollefliet Gianluca,  , Belgium, 2, 2, 2, 0, 0, 0, 0, 0, 19, 1.81, 74, 0, 0, 0, 0, 1, 609, 4
2028, -21, Tibaquira George Brandon,  , Colombia, 2, 0, 3, 0, 0, 0, 19, 1, 29,  ,  , 0, 0, 0, 0, 3, 1127, 10
2029, -21, Hedges Kris,  , Bermuda, 2, 2, 10, 2, 0, 0, 0, 0, 41, 1.82, 69, 0, 0, 0, 0, 1, 0, 1
2030, -21, Sun Hailin, Tianyoude Hotel Cycling Team, China, 2, 2, 3, 0, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 993, 8
2031, -21, Denisov Denis,  , Russia, 2, 2, 15, 2, 0, 4, 0, 0, 18,  ,  , 0, 0, 0, 0, 1, 1150, 11
2032, -21, Day Thomas, SEG Racing Academy, Great Britain, 2, 2, 10, 0, 0, 13, 0, 0, 19, 1.83, 70, 0, 0, 0, 0, 1, 2695, 19
2033, -21, Angelov Lachezar,  , Bulgaria, 2, 0, 4, 2, 0, 1, 15, 0, 23, 1.7, 59, 0, 0, 0, 0, 2, 2733, 23
2034, -21, de Carlo Giovanni,  , Italy, 2, 2, 10, 2, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 523, 4
2035, -21, Duca George-Bogdan,  , Romania, 2, 1, 40, 3, 0, 4, 0, 0, 30,  ,  , 0, 0, 0, 0, 2, 0, 1
2036, -21, van Bekkum Darren, Jumbo-Visma Development Team, Netherlands, 2, 2, 0, 0, 0, 10, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 3448, 29
2037, -21, Vovk Jaka,  , Slovenia, 2, 2, 15, 2, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 1241, 11
2038, -21, Bulatović Momir,  , Montenegro, 2, 2, 13, 2, 0, 12, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
2039, -21, Kariya Kazutoshi,  , Japan, 2, 2, 3, 0, 0, 0, 0, 8, 20,  ,  , 0, 0, 0, 0, 1, 436, 5
2040, -21, Nat Joost,  , Netherlands, 2, 2, 3, 0, 0, 0, 0, 0, 19,  ,  , 0, 0, 0, 0, 1, 959, 9
2041, -21, Yared Bahiru,  , Ethiopia, 2, 2, 0, 2, 0, 12, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 146, 2
2042, -21, Bugarija Josip,  , Croatia, 2, 2, 10, 0, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 25, 1
2043, -21, Maidwell Mark,  , Sint Maarten, 2, 2, 10, 2, 0, 0, 0, 0, 54,  ,  , 0, 0, 0, 0, 1, 70, 1
2044, -21, Binakaj Valon,  , Kosovo, 2, 2, 15, 2, 0, 16, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 148, 2
2045, -21, Spaić Petar,  , Bosnia and Herzegovina, 2, 2, 10, 2, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 601, 7
2046, -21, Podžić Mujo,  , Bosnia and Herzegovina, 2, 2, 10, 0, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
2047, -21, Benganif Seddik,  , Algeria, 2, 2, 20, 2, 0, 10, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 161, 2
2048, -21, Masango Malvern,  , Swaziland, 2, 2, 10, 2, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 1
2049, -21, Shin Dongin,  , South Korea, 2, 2, 10, 0, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 2
2050, -21, Li Jinsong,  , China, 2, 2, 3, 0, 2, 0, 0, 8, 24,  ,  , 0, 0, 0, 0, 1, 993, 8
2051, -21, Lira Juan,  , Chile, 2, 2, 10, 0, 0, 20, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 0, 1
2052, -21, Blanc Arthur,  , France, 2, 2, 3, 0, 0, 25, 0, 0, 23, 1.73, 59, 0, 0, 0, 0, 1, 2726, 19
2053, -21, McCatty Phillip,  , Jamaica, 2, 2, 15, 0, 0, 12, 0, 0, 36,  ,  , 0, 0, 0, 0, 1, 80, 2
2054, -21, Cabrera Juan Manuel,  , Cuba, 2, 2, 15, 2, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 200, 2
2055, -21, Jimenez Arias Dylan,  , Costa Rica, 2, 2, 18, 2, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 170, 2
2056, -21, D'Unienville Thibault,  , Mauritius, 2, 2, 13, 2, 0, 12, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 19, 2
2057, -21, Blanc Paque Paul,  , France, 2, 2, 0, 2, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 199, 1
2058, -21, Al-Nabhani Salim,  , Oman, 2, 2, 10, 2, 0, 0, 0, 0,  ,  ,  , 0, 0, 0, 0, 1, 116, 2
2059, -21, Leijnse Enzo, Development Team DSM, Netherlands, 2, -3, 5, 0, 0, 4, 0, 0, 20,  ,  , 1, 0, 0, 0, 2, 5785, 45
2060, -21, David Thierry,  , Mauritius, 1, -2, 5, 8, 0, 5, 0, 0, 33,  ,  , 0, 0, 0, 0, 8, 0, 1
2061, -21, Armoa Rubén Darío,  , Paraguay, 1, 1, 5, 1, 0, 0, 0, 0, 31,  ,  , 0, 0, 0, 0, 1, 0, 1
2062, -21, Paulinho Pedro, Tavfer-Measindot-Mortágua, Portugal, 1, -10, 0, 4, 3, 15, 80, 4, 31, 1.82, 75, 0, 0, 0, 0, 7, 3684, 25
2063, 0, Rodriguez Ruddy,  , Venezuela, 1, 1, 1, 0, 0, 1, 16, 0, 19,  ,  , 0, 0, 0, 0, 1, 970, 9
2064, -22, Polivoda Oleksandr,  , Ukraine, 1, -12, 30, 209, 769, 152, 1058, 176, 34,  ,  , 0, 9, 0, 0, 11, 227, 1
2065, -22, del Pino Jesus, Louletano - Loulé Concelho, Spain, 1, -54, 3, 87, 197, 20, 55, 130, 31,  ,  , 0, 1, 0, 0, 11, 4474, 29
2066, -22, Yue Hao,  , China, 1, 1, 1, 0, 0, 0, 0, 0, 29,  ,  , 0, 0, 0, 0, 1, 993, 8
2067, -22, Gonzalez Hector,  , Venezuela, 1, 1, 1, 0, 0, 0, 10, 2, 29,  ,  , 0, 0, 0, 0, 1, 860, 7
2068, -22, Knapp Mauricio,  , Brazil, 1, 0, 5, 5, 19, 29, 75, 7, 30,  ,  , 0, 0, 0, 0, 12, 0, 1
2069, -22, Petrus Lubomir, Alpecin-Fenix Development Team, Czech Republic, 1, -1, 30, 1, 19, 15, 35, 4, 31, 1.77, 58, 0, 0, 0, 0, 13, 2959, 21
2070, -22, Ruiz Juan José,  , Venezuela, 1, -17, 1, 0, 22, 2, 55, 48, 33,  ,  , 0, 0, 0, 0, 8, 898, 8
2071, -22, Moncorgé Pierre,  , France, 1, -4, 30, 6, 17, 3, 240, 9, 29,  ,  , 0, 0, 0, 0, 10, 190, 1
2072, -719, Handgraaf Sjors,  , Netherlands, 1, -20, 0, 0, 18, 0, 25, 0, 30, 1.84, 66, 0, 0, 0, 0, 4, 1504, 13
2073, -303, Smits Florian,  , Netherlands, 1, -8, 0, 0, 15, 3, 223, 31, 40,  ,  , 0, 0, 0, 0, 10, 1968, 15
2074, -24, Ali Sahbana Agung, KFC Cycling Team, Indonesia, 1, -3, 5, 1, 43, 4, 78, 31, 33,  ,  , 0, 0, 0, 0, 15, 0, 1
2075, -24, Yamamoto Genki, Kinan Cycling Team, Japan, 1, -16, 1, 77, 93, 33, 108, 48, 30, 1.63, 62, 0, 1, 1, 2, 12, 634, 5
2076, -24, Ottema Rick, Metec - Solarwatt p/b Mantel, Netherlands, 1, -19, 11, 91, 3, 5, 195, 0, 29, 1.89, 77, 0, 0, 0, 0, 10, 4710, 28
2077, -24, Koren Kristijan,  , Slovenia, 1, -35, 20, 707, 550, 387, 490, 226, 35, 1.83, 72, 0, 2, 10, 24, 15, 1133, 7
2078, -24, Cam Maxime, B&B Hotels p/b KTM, France, 1, -26, 3, 3, 42, 0, 95, 2, 29, 1.69, 61, 0, 0, 0, 1, 8, 2097, 16
2079, -24, Eyskens Jeroen, EvoPro Racing, Belgium, 1, 0, 12, 2, 42, 0, 1, 2, 28,  ,  , 0, 0, 0, 0, 3, 5505, 33
2080, -24, Stüssi Colin, Team Vorarlberg, Switzerland, 1, -11, 0, 92, 225, 13, 231, 166, 28, 1.87, 68, 0, 0, 0, 0, 7, 6607, 49
2081, -24, Trueba Alvaro, Atum general / Tavira / Maria Nova Hotel, Spain, 1, 0, 3, 0, 16, 13, 12, 12, 28, 1.81, 65, 0, 0, 0, 0, 7, 2952, 20
2082, -24, Frapporti Mattia, EOLO-Kometa, Italy, 1, -66, 5, 64, 39, 34, 136, 20, 27, 1.82, 74, 0, 0, 0, 3, 6, 6128, 43
2083, -24, Márquez Mandel,  , Chile, 1, 1, 5, 1, 0, 3, 0, 0, 29,  ,  , 0, 0, 0, 0, 1, 0, 1
2084, -24, Lawless Chris, Team TotalEnergies, Great Britain, 1, -23, 0, 318, 249, 30, 589, 131, 26, 1.78, 72, 0, 2, 0, 1, 7, 5801, 38
2085, -24, Al Mansoori Jaber,  , United Arab Emirates, 1, -6, 5, 12, 0, 25, 7, 0, 30,  ,  , 0, 0, 0, 0, 6, 87, 2
2086, -24, Montoya Paolo Cesar,  , Costa Rica, 1, 1, 10, 1, 0, 26, 12, 0, 36,  ,  , 0, 0, 0, 0, 1, 0, 2
